what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289740269539
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1289740269813
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289740338581
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289740390327
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1289740395388
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289740397256
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1289740413283
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1289740416623
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1289740434024
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.DebugLast",1289740436228
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1289740436619
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289740451042
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289740485157
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289740486732
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1289740519280
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.xml.XmlEditor",1289740520933
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1289740521031
activated,editor,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.editors.xml.XmlEditor",1289740586860
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289740593474
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289740594765
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289740597091
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1289740600369
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1289740603712
